Date,000001.SS,Bovespa (Brazil),FTSE 100 (UK),S&P 500 (USA),Nikkei 225 (Japan),NIFTY 50 (India)
2005-06-17,1085.6099853515625,26093.0,5077.60009765625,1216.9599609375,11514.0302734375,4494.64990234375
2005-06-20,1115.6199951171875,26046.0,5072.0,1216.0999755859375,11483.349609375,4494.64990234375
2005-06-21,1101.4859619140625,25722.0,5082.10009765625,1213.6099853515625,11488.740234375,4494.64990234375
2005-06-22,1102.032958984375,25678.0,5099.2998046875,1213.8800048828125,11547.2802734375,4494.64990234375
2005-06-23,1093.7020263671875,24816.0,5114.39990234375,1200.72998046875,11576.75,4494.64990234375
2005-06-24,1101.8819580078125,24917.0,5079.0,1191.5699462890625,11537.0302734375,4494.64990234375
2005-06-27,1124.6400146484375,25226.0,5043.5,1190.68994140625,11414.2802734375,4494.64990234375
2005-06-28,1108.5880126953125,25261.0,5090.39990234375,1201.5699462890625,11513.830078125,4494.64990234375
2005-06-29,1104.991943359375,25126.0,5109.10009765625,1199.8499755859375,11577.4404296875,4494.64990234375
2005-06-30,1080.93798828125,25051.0,5113.2001953125,1191.3299560546875,11584.009765625,4494.64990234375
2005-07-01,1055.593994140625,25311.0,5161.0,1194.43994140625,11630.1298828125,4494.64990234375
2005-07-04,1047.2779541015625,25045.0,5184.2998046875,1194.43994140625,11651.5498046875,4494.64990234375
2005-07-05,1039.04296875,24675.0,5190.10009765625,1204.989990234375,11616.7001953125,4494.64990234375
2005-07-06,1033.5450439453125,24517.0,5229.60009765625,1194.93994140625,11603.5302734375,4494.64990234375
2005-07-07,1038.5970458984375,24450.0,5158.2998046875,1197.8699951171875,11590.1396484375,4494.64990234375
2005-07-08,1017.9829711914062,24423.0,5232.2001953125,1211.8599853515625,11565.990234375,4494.64990234375
2005-07-11,1011.4990234375,25016.0,5242.39990234375,1219.43994140625,11674.7900390625,4494.64990234375
2005-07-12,1046.1610107421875,25536.0,5217.2001953125,1222.2099609375,11692.1396484375,4494.64990234375
2005-07-13,1037.39404296875,25856.0,5245.89990234375,1223.2900390625,11659.83984375,4494.64990234375
2005-07-14,1040.416015625,25920.0,5259.7001953125,1226.5,11764.259765625,4494.64990234375
2005-07-15,1026.114990234375,25222.0,5230.89990234375,1227.9200439453125,11758.6796875,4494.64990234375
2005-07-18,1012.0969848632812,25321.0,5214.2001953125,1221.1300048828125,11758.6796875,4494.64990234375
2005-07-19,1014.35498046875,25271.0,5201.60009765625,1229.3499755859375,11764.83984375,4494.64990234375
2005-07-20,1021.052001953125,25705.0,5215.2001953125,1235.199951171875,11789.349609375,4494.64990234375
2005-07-21,1020.6320190429688,25842.0,5221.60009765625,1227.0400390625,11786.73046875,4494.64990234375
2005-07-22,1046.321044921875,25391.0,5241.7998046875,1233.6800537109375,11695.0498046875,4494.64990234375
2005-07-25,1045.4000244140625,24531.0,5270.7001953125,1229.030029296875,11762.650390625,4494.64990234375
2005-07-26,1072.8070068359375,24868.0,5256.2001953125,1231.1600341796875,11737.9599609375,4494.64990234375
2005-07-27,1089.9090576171875,25338.0,5263.60009765625,1236.7900390625,11835.080078125,4494.64990234375
2005-07-28,1086.5479736328125,26068.0,5270.2998046875,1243.719970703125,11858.3095703125,4494.64990234375
2005-07-29,1083.032958984375,26042.0,5282.2998046875,1234.1800537109375,11899.599609375,4494.64990234375
2005-08-01,1088.947998046875,26298.0,5290.89990234375,1235.3499755859375,11946.919921875,4494.64990234375
2005-08-02,1104.0379638671875,26789.0,5327.5,1244.1199951171875,11940.2001953125,4494.64990234375
2005-08-03,1107.698974609375,26714.0,5332.2998046875,1245.0400390625,11981.7998046875,4494.64990234375
2005-08-04,1102.5889892578125,26470.0,5315.5,1235.8599853515625,11883.3095703125,4494.64990234375
2005-08-05,1128.7430419921875,26518.0,5314.7998046875,1226.4200439453125,11766.48046875,4494.64990234375
2005-08-08,1138.8819580078125,26711.0,5344.2998046875,1223.1300048828125,11778.98046875,4494.64990234375
2005-08-09,1152.5340576171875,27291.0,5363.7001953125,1231.3800048828125,11900.3203125,4494.64990234375
2005-08-10,1165.032958984375,27117.0,5377.5,1229.1300048828125,12098.080078125,4494.64990234375
2005-08-11,1183.5789794921875,26633.0,5358.60009765625,1237.81005859375,12263.3203125,4494.64990234375
2005-08-12,1167.9150390625,26951.0,5345.7998046875,1230.3900146484375,12261.6796875,4494.64990234375
2005-08-15,1187.0059814453125,27375.0,5344.2001953125,1233.8699951171875,12256.5498046875,4494.64990234375
2005-08-16,1177.2779541015625,27080.0,5322.39990234375,1219.3399658203125,12315.669921875,4494.64990234375
2005-08-17,1192.833984375,27416.0,5292.7001953125,1220.239990234375,12273.1201171875,4494.64990234375
2005-08-18,1148.0350341796875,26900.0,5269.2998046875,1219.02001953125,12307.3701171875,4494.64990234375
2005-08-19,1150.1839599609375,26644.0,5312.60009765625,1219.7099609375,12291.73046875,4494.64990234375
2005-08-22,1158.5970458984375,27261.0,5318.39990234375,1221.72998046875,12452.509765625,4494.64990234375
2005-08-23,1149.95703125,26769.0,5300.2001953125,1217.5899658203125,12472.9296875,4494.64990234375
2005-08-24,1167.136962890625,26712.0,5275.2001953125,1209.5899658203125,12502.259765625,4494.64990234375
2005-08-25,1172.4749755859375,27402.0,5255.7001953125,1212.3699951171875,12405.16015625,4494.64990234375
2005-08-26,1171.8599853515625,27095.0,5228.10009765625,1205.0999755859375,12439.48046875,4494.64990234375
2005-08-29,1154.427978515625,27385.0,5228.10009765625,1212.280029296875,12309.830078125,4494.64990234375
2005-08-30,1146.385009765625,27604.0,5255.7998046875,1208.4100341796875,12453.1396484375,4494.64990234375
2005-08-31,1162.7979736328125,28045.0,5296.89990234375,1220.3299560546875,12413.599609375,4494.64990234375
2005-09-01,1184.9329833984375,27962.0,5328.5,1221.5899658203125,12506.9697265625,4494.64990234375
2005-09-02,1188.8480224609375,28319.0,5326.89990234375,1218.02001953125,12600.0,4494.64990234375
2005-09-05,1196.2239990234375,28522.0,5337.7998046875,1218.02001953125,12634.8798828125,4494.64990234375
2005-09-06,1173.322021484375,28855.0,5359.2001953125,1233.3900146484375,12599.4296875,4494.64990234375
2005-09-07,1194.3089599609375,28855.0,5365.89990234375,1236.3599853515625,12607.58984375,4494.64990234375
2005-09-08,1194.4110107421875,28828.0,5340.7998046875,1231.6700439453125,12533.8896484375,4494.64990234375
2005-09-09,1189.625,29308.0,5359.2998046875,1241.47998046875,12692.0400390625,4494.64990234375
2005-09-12,1188.2120361328125,29086.0,5375.10009765625,1240.56005859375,12896.4296875,4494.64990234375
2005-09-13,1207.1639404296875,28873.0,5338.0,1231.199951171875,12901.9501953125,4494.64990234375
2005-09-14,1217.260986328125,29050.0,5347.39990234375,1227.1600341796875,12834.25,4494.64990234375
2005-09-15,1217.281005859375,29366.0,5383.5,1227.72998046875,12986.7802734375,4494.64990234375
2005-09-16,1212.947021484375,29816.0,5407.89990234375,1237.9100341796875,12958.6796875,4494.64990234375
2005-09-19,1220.626953125,30076.0,5429.7001953125,1231.02001953125,12958.6796875,4494.64990234375
2005-09-20,1212.616943359375,30059.0,5416.39990234375,1221.3399658203125,13148.5703125,4494.64990234375
2005-09-21,1187.988037109375,30837.0,5369.7001953125,1210.199951171875,13196.5703125,4494.64990234375
2005-09-22,1159.9599609375,30678.0,5385.7001953125,1214.6199951171875,13159.3603515625,4494.64990234375
2005-09-23,1151.97998046875,31294.0,5413.60009765625,1215.2900390625,13159.3603515625,4494.64990234375
2005-09-26,1155.0419921875,31141.0,5453.10009765625,1215.6300048828125,13392.6298828125,4494.64990234375
2005-09-27,1133.237060546875,30875.0,5447.2998046875,1215.6600341796875,13310.0400390625,4494.64990234375
2005-09-28,1131.7740478515625,31317.0,5494.7998046875,1216.8900146484375,13435.91015625,4494.64990234375
2005-09-29,1155.4849853515625,31209.0,5478.2001953125,1227.6800537109375,13617.240234375,4494.64990234375
2005-09-30,1155.614013671875,31584.0,5477.7001953125,1228.81005859375,13574.2998046875,4494.64990234375
2005-10-03,1155.614013671875,31856.0,5501.60009765625,1226.699951171875,13525.2802734375,4494.64990234375
2005-10-04,1155.614013671875,31284.0,5494.39990234375,1214.469970703125,13738.83984375,4494.64990234375
2005-10-05,1155.614013671875,30164.0,5427.7998046875,1196.3900146484375,13689.8896484375,4494.64990234375
2005-10-06,1155.614013671875,29227.0,5372.39990234375,1191.489990234375,13359.509765625,4494.64990234375
2005-10-07,1155.614013671875,29973.0,5362.2998046875,1195.9000244140625,13227.740234375,4494.64990234375
2005-10-10,1138.949951171875,30277.0,5374.60009765625,1187.3299560546875,13227.740234375,4494.64990234375
2005-10-11,1157.1920166015625,30614.0,5380.7001953125,1184.8699951171875,13556.7099609375,4494.64990234375
2005-10-12,1161.85302734375,30614.0,5342.2001953125,1177.6800537109375,13463.740234375,4494.64990234375
2005-10-13,1152.6070556640625,29880.0,5265.2001953125,1176.8399658203125,13449.240234375,4494.64990234375
2005-10-14,1139.5469970703125,29770.0,5275.0,1186.5699462890625,13420.5400390625,4494.64990234375
2005-10-17,1131.375,30242.0,5286.5,1190.0999755859375,13400.2900390625,4494.64990234375
2005-10-18,1141.2010498046875,29068.0,5263.89990234375,1178.1400146484375,13352.240234375,4494.64990234375
2005-10-19,1134.6080322265625,29297.0,5167.89990234375,1195.760009765625,13129.490234375,4494.64990234375
2005-10-20,1135.948974609375,28344.0,5164.10009765625,1177.800048828125,13190.4599609375,4494.64990234375
2005-10-21,1141.3179931640625,29176.0,5142.10009765625,1179.5899658203125,13199.9501953125,4494.64990234375
2005-10-24,1141.1710205078125,29835.0,5207.60009765625,1199.3800048828125,13106.1796875,4494.64990234375
2005-10-25,1121.91796875,29498.0,5182.10009765625,1196.5400390625,13280.6201171875,4494.64990234375
2005-10-26,1097.1610107421875,29730.0,5227.7998046875,1191.3800048828125,13395.01953125,4494.64990234375
2005-10-27,1097.781982421875,29133.0,5182.7998046875,1178.9000244140625,13417.080078125,4494.64990234375
2005-10-28,1080.866943359375,29318.0,5213.39990234375,1198.4100341796875,13346.5400390625,4494.64990234375
2005-10-31,1092.8170166015625,30194.0,5317.2998046875,1207.010009765625,13606.5,4494.64990234375
2005-11-01,1089.949951171875,30900.0,5344.2998046875,1202.760009765625,13867.8603515625,4494.64990234375
2005-11-02,1104.7919921875,30900.0,5358.60009765625,1214.760009765625,13894.7802734375,4494.64990234375
2005-11-03,1095.27294921875,31100.0,5431.89990234375,1219.93994140625,13894.7802734375,4494.64990234375
2005-11-04,1100.0450439453125,30888.0,5423.60009765625,1220.1400146484375,14075.9599609375,4494.64990234375
2005-11-07,1100.6500244140625,30952.0,5460.7998046875,1222.81005859375,14061.599609375,4494.64990234375
2005-11-08,1110.14697265625,30971.0,5460.89990234375,1218.5899658203125,14036.73046875,4494.64990234375
2005-11-09,1108.1529541015625,30666.0,5439.7998046875,1220.6500244140625,14072.2001953125,4494.64990234375
2005-11-10,1088.301025390625,30725.0,5423.5,1230.9599609375,14080.8798828125,4494.64990234375
2005-11-11,1090.1949462890625,30511.0,5465.10009765625,1234.719970703125,14155.0595703125,4494.64990234375
2005-11-14,1088.6529541015625,30219.0,5470.0,1233.760009765625,14116.0400390625,4494.64990234375
2005-11-15,1087.508056640625,30219.0,5439.60009765625,1229.010009765625,14091.76953125,4494.64990234375
2005-11-16,1095.8900146484375,30482.0,5430.0,1231.2099609375,14170.8701171875,4494.64990234375
2005-11-17,1095.31005859375,31087.0,5460.0,1242.800048828125,14411.7900390625,4494.64990234375
2005-11-18,1116.9990234375,31102.0,5498.89990234375,1248.27001953125,14623.1201171875,4494.64990234375
2005-11-21,1119.93603515625,31110.0,5497.89990234375,1254.8499755859375,14680.4296875,4494.64990234375
2005-11-22,1098.655029296875,31489.0,5517.2001953125,1261.22998046875,14708.3203125,4494.64990234375
2005-11-23,1105.7459716796875,31943.0,5531.7001953125,1265.6099853515625,14708.3203125,4494.64990234375
2005-11-24,1113.3740234375,31945.0,5511.0,1265.6099853515625,14742.580078125,4494.64990234375
2005-11-25,1114.916015625,31920.0,5523.7998046875,1268.25,14784.2900390625,4494.64990234375
2005-11-28,1110.822998046875,31358.0,5477.39990234375,1257.4599609375,14986.9404296875,4494.64990234375
2005-11-29,1096.9859619140625,31652.0,5491.0,1257.47998046875,14927.7001953125,4494.64990234375
2005-11-30,1099.260986328125,31917.0,5423.2001953125,1249.47998046875,14872.150390625,4494.64990234375
2005-12-01,1098.7469482421875,32617.0,5486.10009765625,1264.6700439453125,15130.5,4494.64990234375
2005-12-02,1094.2869873046875,32832.0,5528.10009765625,1265.0799560546875,15421.599609375,4494.64990234375
2005-12-05,1079.197021484375,32701.0,5510.39990234375,1262.0899658203125,15551.3095703125,4494.64990234375
2005-12-06,1087.7939453125,33223.0,5538.7998046875,1263.699951171875,15423.3798828125,4494.64990234375
2005-12-07,1099.614990234375,32757.0,5528.7998046875,1257.3699951171875,15484.66015625,4494.64990234375
2005-12-08,1098.322998046875,32480.0,5531.10009765625,1255.8399658203125,15183.3603515625,4494.64990234375
2005-12-09,1113.47705078125,32922.0,5517.39990234375,1259.3699951171875,15404.0498046875,4494.64990234375
2005-12-12,1116.366943359375,32971.0,5501.5,1260.4300537109375,15738.7001953125,4494.64990234375
2005-12-13,1117.845947265625,33420.0,5507.2001953125,1267.4300537109375,15778.8603515625,4494.64990234375
2005-12-14,1125.386962890625,33629.0,5521.10009765625,1272.739990234375,15464.580078125,4494.64990234375
2005-12-15,1123.5550537109375,33193.0,5495.2998046875,1270.93994140625,15254.4404296875,4494.64990234375
2005-12-16,1127.508056640625,33292.0,5531.60009765625,1267.3199462890625,15173.0703125,4494.64990234375
2005-12-19,1131.7509765625,33005.0,5539.7998046875,1259.9200439453125,15391.48046875,4494.64990234375
2005-12-20,1136.342041015625,33067.0,5547.89990234375,1259.6199951171875,15641.259765625,4494.64990234375
2005-12-21,1130.759033203125,33517.0,5587.39990234375,1262.7900390625,15957.5703125,4494.64990234375
2005-12-22,1135.238037109375,33513.0,5597.0,1268.1199951171875,15941.3701171875,4494.64990234375
2005-12-23,1144.8709716796875,33331.0,5595.5,1268.6600341796875,15941.3701171875,4494.64990234375
2005-12-26,1156.822998046875,33298.0,5595.5,1268.6600341796875,16107.669921875,4494.64990234375
2005-12-27,1154.2879638671875,33371.0,5595.5,1256.5400390625,15969.400390625,4494.64990234375
2005-12-28,1157.0340576171875,33138.0,5622.7998046875,1258.1700439453125,16194.6103515625,4494.64990234375
2005-12-29,1169.862060546875,33456.0,5638.2998046875,1254.4200439453125,16344.2001953125,4494.64990234375
2005-12-30,1161.0570068359375,33456.0,5618.7998046875,1248.2900390625,16111.4296875,4494.64990234375
2006-01-02,1161.0570068359375,33507.0,5618.7998046875,1248.2900390625,16111.4296875,4494.64990234375
2006-01-03,1161.0570068359375,34541.0,5681.5,1268.800048828125,16111.4296875,4494.64990234375
2006-01-04,1180.9630126953125,35002.0,5714.60009765625,1273.4599609375,16361.5400390625,4494.64990234375
2006-01-05,1197.26904296875,34936.0,5691.2001953125,1273.47998046875,16425.369140625,4494.64990234375
2006-01-06,1209.4219970703125,35475.0,5731.7998046875,1285.449951171875,16428.2109375,4494.64990234375
2006-01-09,1215.66796875,35337.0,5731.5,1290.1500244140625,16428.2109375,4494.64990234375
2006-01-10,1220.6180419921875,35049.0,5688.7998046875,1289.68994140625,16124.349609375,4494.64990234375
2006-01-11,1211.052978515625,35952.0,5731.5,1294.1800537109375,16363.58984375,4494.64990234375
2006-01-12,1226.7039794921875,35779.0,5735.2001953125,1286.06005859375,16445.189453125,4494.64990234375
2006-01-13,1221.458984375,35897.0,5711.0,1287.6099853515625,16454.94921875,4494.64990234375
2006-01-16,1202.8690185546875,36534.0,5740.2001953125,1287.6099853515625,16268.0302734375,4494.64990234375
2006-01-17,1208.43798828125,36119.0,5699.0,1282.9300537109375,15805.9501953125,4494.64990234375
2006-01-18,1233.3499755859375,35805.0,5663.7001953125,1277.9300537109375,15341.1796875,4494.64990234375
2006-01-19,1251.5760498046875,36858.0,5693.2001953125,1285.0400390625,15696.2802734375,4494.64990234375
2006-01-20,1255.3079833984375,36695.0,5672.39990234375,1261.489990234375,15696.6904296875,4494.64990234375
2006-01-23,1255.7740478515625,36632.0,5660.89990234375,1263.8199462890625,15360.650390625,4494.64990234375
2006-01-24,1252.06201171875,37400.0,5633.7998046875,1266.8599853515625,15648.8896484375,4494.64990234375
2006-01-25,1258.0460205078125,37400.0,5704.39990234375,1264.6800537109375,15651.0,4494.64990234375
2006-01-26,1258.0460205078125,38014.0,5722.60009765625,1273.8299560546875,15891.01953125,4494.64990234375
2006-01-27,1258.0460205078125,37822.0,5786.7998046875,1283.719970703125,16460.6796875,4494.64990234375
2006-01-30,1258.0460205078125,38242.0,5779.7998046875,1285.18994140625,16551.23046875,4494.64990234375
2006-01-31,1258.0460205078125,38383.0,5760.2998046875,1280.0799560546875,16649.8203125,4494.64990234375
2006-02-01,1258.0460205078125,38485.0,5801.60009765625,1282.4599609375,16480.08984375,4494.64990234375
2006-02-02,1258.0460205078125,37304.0,5747.2998046875,1270.8399658203125,16710.55078125,4494.64990234375
2006-02-03,1258.0460205078125,37262.0,5759.2998046875,1264.030029296875,16659.640625,4494.64990234375
2006-02-06,1287.6259765625,37321.0,5772.39990234375,1265.02001953125,16747.759765625,4494.64990234375
2006-02-07,1282.095947265625,36562.0,5746.7998046875,1254.780029296875,16720.990234375,4494.64990234375
2006-02-08,1290.0550537109375,36499.0,5725.10009765625,1265.6500244140625,16272.6796875,4494.64990234375
2006-02-09,1269.4539794921875,36882.0,5808.7998046875,1263.780029296875,16439.669921875,4494.64990234375
2006-02-10,1282.656005859375,36975.0,5764.10009765625,1266.989990234375,16257.830078125,4494.64990234375
2006-02-13,1279.6400146484375,36114.0,5793.5,1262.8599853515625,15877.66015625,4494.64990234375
2006-02-14,1286.3270263671875,36627.0,5792.2998046875,1275.530029296875,16184.8701171875,4494.64990234375
2006-02-15,1299.166015625,37239.0,5791.5,1280.0,15932.830078125,4494.64990234375
2006-02-16,1270.633056640625,38256.0,5828.89990234375,1289.3800048828125,16043.669921875,4494.64990234375
2006-02-17,1267.407958984375,38422.0,5846.2001953125,1287.239990234375,15713.4501953125,4494.64990234375
2006-02-20,1267.5419921875,38539.0,5863.0,1287.239990234375,15437.9296875,4494.64990234375
2006-02-21,1288.4189453125,38166.0,5857.7001953125,1283.030029296875,15894.9404296875,4494.64990234375
2006-02-22,1284.2259521484375,38246.0,5872.39990234375,1292.6700439453125,15781.7802734375,4494.64990234375
2006-02-23,1288.8470458984375,38405.0,5836.0,1287.7900390625,16096.099609375,4494.64990234375
2006-02-24,1296.865966796875,38610.0,5860.5,1289.4300537109375,16101.91015625,4494.64990234375
2006-02-27,1297.18603515625,38610.0,5875.89990234375,1294.1199951171875,16192.9501953125,4494.64990234375
2006-02-28,1299.030029296875,38610.0,5791.5,1280.6600341796875,16205.4296875,4494.64990234375
2006-03-01,1306.5860595703125,39178.0,5844.10009765625,1291.239990234375,15964.4599609375,4494.64990234375
2006-03-02,1285.666015625,39126.0,5833.0,1289.1400146484375,15909.759765625,4494.64990234375
2006-03-03,1293.2969970703125,39240.0,5858.7001953125,1287.22998046875,15663.33984375,4494.64990234375
2006-03-06,1288.9549560546875,38354.0,5897.7998046875,1278.260009765625,15901.16015625,4494.64990234375
2006-03-07,1259.916015625,37423.0,5857.39990234375,1275.8800048828125,15726.01953125,4494.64990234375
2006-03-08,1250.384033203125,37289.0,5812.89990234375,1278.469970703125,15627.490234375,4494.64990234375
2006-03-09,1245.166015625,36312.0,5855.89990234375,1272.22998046875,16036.91015625,4494.64990234375
2006-03-10,1245.6529541015625,36891.0,5907.89990234375,1281.4200439453125,16115.6298828125,4494.64990234375
2006-03-13,1259.6739501953125,36793.0,5952.7998046875,1284.1300048828125,16361.509765625,4494.64990234375
2006-03-14,1259.0439453125,37541.0,5950.60009765625,1297.47998046875,16238.3603515625,4494.64990234375
2006-03-15,1274.81201171875,38244.0,5965.10009765625,1303.02001953125,16319.0400390625,4494.64990234375
2006-03-16,1274.18994140625,38157.0,5993.2998046875,1305.3299560546875,16096.2099609375,4494.64990234375
2006-03-17,1269.4620361328125,38049.0,5999.39990234375,1307.25,16339.73046875,4494.64990234375
2006-03-20,1288.41796875,38204.0,5991.7001953125,1305.0799560546875,16624.80078125,4494.64990234375
2006-03-21,1290.39501953125,37398.0,5991.2998046875,1297.22998046875,16624.80078125,4494.64990234375
2006-03-22,1296.7060546875,37851.0,6007.5,1305.0400390625,16495.48046875,4494.64990234375
2006-03-23,1302.45703125,37474.0,5990.10009765625,1301.6700439453125,16489.369140625,4494.64990234375
2006-03-24,1294.7039794921875,37577.0,6036.2998046875,1302.949951171875,16560.869140625,4494.64990234375
2006-03-27,1295.9150390625,37641.0,5972.2001953125,1301.6099853515625,16650.099609375,4494.64990234375
2006-03-28,1298.791015625,36682.0,5935.7001953125,1293.22998046875,16690.240234375,4494.64990234375
2006-03-29,1305.5670166015625,37492.0,5959.2001953125,1302.8900146484375,16938.41015625,4494.64990234375
2006-03-30,1294.718017578125,37777.0,6015.2998046875,1300.25,17045.33984375,4494.64990234375
2006-03-31,1298.2950439453125,37952.0,5964.60009765625,1294.8699951171875,17059.66015625,4494.64990234375
2006-04-03,1319.470947265625,38717.0,6024.2998046875,1297.81005859375,17333.310546875,4494.64990234375
2006-04-04,1329.7979736328125,38802.0,6004.7001953125,1305.9300537109375,17292.91015625,4494.64990234375
2006-04-05,1340.1619873046875,39053.0,6044.10009765625,1311.56005859375,17243.98046875,4494.64990234375
2006-04-06,1339.737060546875,39285.0,6045.7001953125,1309.0400390625,17489.330078125,4494.64990234375
2006-04-07,1342.9649658203125,38926.0,6026.10009765625,1295.5,17563.369140625,4494.64990234375
2006-04-10,1359.0810546875,38475.0,6067.0,1296.6199951171875,17456.580078125,4494.64990234375
2006-04-11,1362.22900390625,37901.0,6016.5,1286.5699462890625,17418.130859375,4494.64990234375
2006-04-12,1360.1319580078125,38427.0,6000.7998046875,1288.1199951171875,17162.55078125,4494.64990234375
2006-04-13,1332.3299560546875,38082.0,6029.39990234375,1289.1199951171875,17199.150390625,4494.64990234375
2006-04-14,1359.5379638671875,38082.0,6029.39990234375,1289.1199951171875,17233.8203125,4494.64990234375
2006-04-17,1378.614013671875,38462.0,6029.39990234375,1285.3299560546875,17000.359375,4494.64990234375
2006-04-18,1385.114013671875,39572.0,6044.10009765625,1307.280029296875,17232.859375,4494.64990234375
2006-04-19,1396.7020263671875,39938.0,6089.7998046875,1309.9300537109375,17350.119140625,4494.64990234375
2006-04-20,1385.9000244140625,39775.0,6081.39990234375,1311.4599609375,17317.529296875,4494.64990234375
2006-04-21,1416.79296875,39775.0,6132.7001953125,1311.280029296875,17403.9609375,4494.64990234375
2006-04-24,1409.7860107421875,39751.0,6098.7001953125,1308.1099853515625,16914.400390625,4494.64990234375
2006-04-25,1399.7669677734375,39738.0,6086.60009765625,1301.739990234375,16970.2890625,4494.64990234375
2006-04-26,1417.47705078125,40410.0,6104.2998046875,1305.4100341796875,17055.9296875,4494.64990234375
2006-04-27,1416.7320556640625,39751.0,6060.0,1309.719970703125,17114.5390625,4494.64990234375
2006-04-28,1440.2230224609375,40363.0,6023.10009765625,1310.6099853515625,16906.23046875,4494.64990234375
2006-05-01,1440.2230224609375,40363.0,6023.10009765625,1305.18994140625,16925.7109375,4494.64990234375
2006-05-02,1440.2230224609375,41017.0,6082.10009765625,1313.2099609375,17153.76953125,4494.64990234375
2006-05-03,1440.2230224609375,40920.0,6010.0,1308.1199951171875,17153.76953125,4494.64990234375
2006-05-04,1440.2230224609375,40976.0,6036.89990234375,1312.25,17153.76953125,4494.64990234375
2006-05-05,1440.2230224609375,41417.0,6091.7001953125,1325.760009765625,17153.76953125,4494.64990234375
2006-05-08,1497.10400390625,41515.0,6067.10009765625,1324.6600341796875,17291.669921875,4494.64990234375
2006-05-09,1531.1610107421875,41979.0,6105.60009765625,1325.1400146484375,17190.91015625,4494.64990234375
2006-05-10,1545.68701171875,41752.0,6083.39990234375,1322.8499755859375,16951.9296875,4494.64990234375
2006-05-11,1537.376953125,40847.0,6042.0,1305.9200439453125,16862.140625,4494.64990234375
2006-05-12,1602.83203125,40223.0,5912.10009765625,1291.239990234375,16601.779296875,4494.64990234375
2006-05-15,1664.0880126953125,39271.0,5841.2998046875,1294.5,16486.91015625,4494.64990234375
2006-05-16,1613.2509765625,39416.0,5846.2001953125,1292.0799560546875,16158.419921875,4494.64990234375
2006-05-17,1625.14599609375,38291.0,5675.5,1270.3199462890625,16307.669921875,4494.64990234375
2006-05-18,1617.281005859375,37807.0,5671.60009765625,1261.81005859375,16087.1796875,4494.64990234375
2006-05-19,1659.5450439453125,37733.0,5657.39990234375,1267.030029296875,16155.4501953125,4494.64990234375
2006-05-22,1657.68896484375,36497.0,5532.7001953125,1262.0699462890625,15857.8701171875,4494.64990234375
2006-05-23,1604.552001953125,36110.0,5678.7001953125,1256.5799560546875,15599.2001953125,4494.64990234375
2006-05-24,1590.9239501953125,35792.0,5587.10009765625,1258.5699462890625,15907.2001953125,4494.64990234375
2006-05-25,1591.425048828125,37569.0,5677.7001953125,1272.8800048828125,15693.75,4494.64990234375
2006-05-26,1613.89404296875,38506.0,5791.0,1280.1600341796875,15970.759765625,4494.64990234375
2006-05-29,1648.5379638671875,38145.0,5791.0,1280.1600341796875,15915.6796875,4494.64990234375
2006-05-30,1657.2879638671875,36413.0,5652.0,1259.8699951171875,15859.4501953125,4494.64990234375
2006-05-31,1641.300048828125,36530.0,5723.7998046875,1270.0899658203125,15467.330078125,4494.64990234375
2006-06-01,1684.1949462890625,37748.0,5749.7001953125,1285.7099609375,15503.740234375,4494.64990234375
2006-06-02,1669.3990478515625,37942.0,5764.60009765625,1288.219970703125,15789.3095703125,4494.64990234375
2006-06-05,1684.6240234375,36740.0,5762.10009765625,1265.2900390625,15668.3095703125,4494.64990234375
2006-06-06,1679.1259765625,36558.0,5669.7998046875,1263.8499755859375,15384.8603515625,4494.64990234375
2006-06-07,1589.5450439453125,35264.0,5706.2998046875,1256.1500244140625,15096.009765625,4494.64990234375
2006-06-08,1591.489990234375,35438.0,5562.89990234375,1257.9300537109375,14633.0302734375,4494.64990234375
2006-06-09,1551.384033203125,35075.0,5655.2001953125,1252.300048828125,14750.83984375,4494.64990234375
2006-06-12,1552.7979736328125,33555.0,5620.89990234375,1237.43994140625,14833.009765625,4494.64990234375
2006-06-13,1548.4949951171875,32848.0,5519.60009765625,1223.68994140625,14218.599609375,4494.64990234375
2006-06-14,1531.3270263671875,32941.0,5506.7998046875,1230.0400390625,14309.5595703125,4494.64990234375
2006-06-15,1533.97998046875,32941.0,5619.2998046875,1256.1600341796875,14470.759765625,4494.64990234375
2006-06-16,1574.467041015625,34399.0,5597.39990234375,1251.5400390625,14879.33984375,4494.64990234375
2006-06-19,1586.2860107421875,33897.0,5626.10009765625,1240.1300048828125,14860.349609375,4494.64990234375
2006-06-20,1592.33203125,33632.0,5658.2001953125,1240.1199951171875,14648.41015625,4494.64990234375
2006-06-21,1598.115966796875,34547.0,5665.0,1252.199951171875,14644.259765625,4494.64990234375
2006-06-22,1596.0660400390625,34317.0,5684.10009765625,1245.5999755859375,15135.6904296875,4494.64990234375
2006-06-23,1605.7110595703125,34661.0,5692.10009765625,1244.5,15124.0400390625,4494.64990234375
2006-06-26,1633.448974609375,34631.0,5681.2001953125,1250.56005859375,15152.400390625,4494.64990234375
2006-06-27,1639.551025390625,34376.0,5652.2998046875,1239.199951171875,15171.8095703125,4494.64990234375
2006-06-28,1639.2860107421875,34835.0,5678.60009765625,1246.0,14886.1103515625,4494.64990234375
2006-06-29,1671.6180419921875,36487.0,5791.5,1272.8699951171875,15121.150390625,4494.64990234375
